id,O3,PM10,PM25-3,PM25-2,PM25,WS_HR,ANS
id_1378,20,140,83,82,70,2.6,51
id_1379,18,120,82,70,51,2.3,23
id_1380,19,89,70,51,23,2.2,22
id_1381,25,77,51,23,22,2.6,51
id_1382,5.5,80,23,22,51,0.5,51
id_1383,5.5,80,22,51,51,0.5,51
id_1384,5.5,80,51,51,51,0.5,51
id_1385,5.5,80,51,51,51,0.5,50
id_1386,10,83,51,51,50,1.5,40
id_1387,21,73,51,50,40,2,46
id_1388,19,74,50,40,46,0.9,47
id_1389,20,82,40,46,47,1,50
id_1390,24,83,46,47,50,1.7,45
id_1391,28,71,47,50,45,2.5,32
id_1392,29,43,50,45,32,0.5,21
id_1393,29,48,45,32,21,2.4,21
id_1394,27,51,32,21,21,1.2,27
id_1395,28,51,21,21,27,0.6,31
id_1396,26,49,21,27,31,1,31
id_1397,19,49,27,31,31,3.5,31
id_1398,17,58,31,31,31,1.7,31
id_1399,18,48,31,31,31,1.6,34
id_1400,19,45,31,31,34,1.7,27
id_1401,23,44,31,34,27,3.1,34
id_1402,24,54,34,27,34,2.4,32
id_1403,38,17,12,11,5,0.8,6
id_1404,28,27,17,21,27,1.5,22
id_1405,30,28,21,27,22,1.8,22
id_1406,35,19,27,22,22,1.4,14
id_1407,37,15,22,22,14,0.9,15
id_1408,26,8,22,14,15,1.1,17
id_1409,28,11,14,15,17,0.6,16
id_1410,33,8,15,17,16,0.5,11
id_1411,29,7,17,16,11,0.4,3
id_1412,31,7,16,11,3,0.7,0
id_1413,37,7,11,3,0,1.3,0
id_1414,25,12,3,0,0,0.2,1
id_1415,20,7,0,0,1,0.5,1
id_1416,14,17,0,1,1,1,1
id_1417,23,15,1,1,1,1,0
id_1418,39,27,1,1,0,2,8
id_1419,41,34,1,0,8,1.3,15
id_1420,37,47,0,8,15,2.2,26
id_1421,37,40,8,15,26,2.2,24
id_1422,42,30,15,26,24,2.5,29
id_1423,46,22,26,24,29,0.9,33
id_1424,38,27,24,29,33,1.7,38
id_1425,35,32,29,33,38,1.4,41
id_1426,31,42,33,38,41,0.8,36
id_1427,21,57,38,41,36,0.7,41
id_1428,19,60,41,36,41,0.6,33
id_1429,31,54,36,41,33,2.2,37
id_1430,24,50,41,33,37,0.6,31
id_1431,13,55,33,37,31,0.8,39
id_1432,3,68,37,31,39,1.1,50
id_1433,3.1,73,31,39,50,1.3,45
id_1434,29,64,39,50,45,3.5,29
id_1435,49,46,50,45,29,1.1,4
id_1436,38,23,45,29,4,0.2,0
id_1437,32,20,29,4,0,0.4,13
id_1438,21,23,4,0,13,0.3,24
id_1439,20,25,0,13,24,1.5,28
id_1440,18,32,13,24,28,1.1,27
id_1441,19,41,24,28,27,0.9,28
id_1442,23,48,28,27,28,1.6,37
id_1443,36,56,27,28,37,2.5,37
id_1444,50,55,28,37,37,3.3,42
id_1445,55,61,37,37,42,2.8,38
id_1446,56,61,37,42,38,3.3,49
id_1447,43,86,42,38,49,1.8,54
id_1448,45,93,38,49,54,1.4,66
id_1449,39,93,49,54,66,2.2,68
id_1450,21,73,54,66,68,1.8,56
id_1451,37,64,66,68,56,0.4,46
id_1452,38,60,68,56,46,1.1,32
id_1453,38,58,56,46,32,1.1,36
id_1454,37,48,46,32,36,1.3,33
id_1455,34,42,32,36,33,1.5,22
id_1456,52,23,36,33,22,2.8,9
id_1457,52,27,33,22,9,2.8,3
id_1458,49,26,22,9,3,2.4,8
id_1459,51,25,9,3,8,2.3,20
id_1460,52,24,3,8,20,3.9,19
id_1461,47,15,8,20,19,0.7,23
id_1462,43,26,20,19,23,1.1,16
id_1463,42,30,19,23,16,0.4,19
id_1464,40,34,23,16,19,0.3,19
id_1465,40,31,16,19,19,0.9,23
id_1466,44,31,19,19,23,2,18
id_1467,45,26,19,23,18,0.7,14
id_1468,49,42,23,18,14,1.7,6
id_1469,54,45,18,14,6,0.5,21
id_1470,57,60,14,6,21,0.9,28
id_1471,57,51,6,21,28,1.3,39
id_1472,62,52,21,28,39,1,30
id_1473,64,49,28,39,30,0.2,31
id_1474,57,59,39,30,31,0.2,39
id_1475,54,63,30,31,39,2,52
id_1476,50,78,31,39,52,1,49
id_1477,41,72,39,52,49,0.8,33
id_1478,32,77,52,49,33,1.3,24
id_1479,28,79,49,33,24,1.5,24
id_1480,31,72,33,24,24,2.2,29
id_1481,32,68,24,24,29,2,36
id_1482,15,63,24,29,36,0.6,39
id_1483,12,63,29,36,39,1.5,41
id_1484,15,65,36,39,41,2.2,41
id_1485,20,69,39,41,41,2,40
id_1486,22,79,41,41,40,1.8,42
id_1487,22,78,41,40,42,1.8,46
id_1488,13,71,40,42,46,0.7,54
id_1489,46,67,42,46,54,0.6,59
id_1490,65,64,46,54,59,0.4,57
id_1491,77,73,54,59,57,1.3,60
id_1492,83,82,59,57,60,1.6,64
id_1493,89,89,57,60,64,1.6,66
id_1494,85,80,60,64,66,3,58
id_1495,79,74,64,66,58,3.3,44
id_1496,67,59,66,58,44,2.6,35
id_1497,71,53,58,44,35,1.3,36
id_1498,77,57,44,35,36,0.4,37
id_1499,67,64,35,36,37,0.8,45
id_1500,63,67,36,37,45,1.2,44
id_1501,71,68,37,45,44,2.2,47
id_1502,54,75,45,44,47,1.4,42
id_1503,41,74,44,47,42,0.4,41
id_1504,42,53,47,42,41,1.8,41
id_1505,39,41,42,41,41,2,38
id_1506,39,38,41,41,38,1.8,31
id_1507,33,45,41,38,31,1,22
id_1508,32,49,38,31,22,1.4,21
id_1509,26,40,31,22,21,0.5,19
id_1510,23,36,22,21,19,0.4,16
id_1511,20,26,21,19,16,0.6,22
id_1512,20,30,19,16,22,0.4,29
id_1513,32,44,16,22,29,1.3,41
id_1514,56,77,22,29,41,3.1,49
id_1515,73,98,29,41,49,3.2,61
id_1516,83,104,41,49,61,2.7,72
id_1517,81,98,49,61,72,2.2,71
id_1518,94,102,61,72,71,2.5,72
id_1519,94,109,72,71,72,1.9,62
id_1520,98,106,71,72,62,1.3,68
id_1521,88,101,72,62,68,1.8,61
id_1522,63,95,62,68,61,1.8,57
id_1523,49,97,68,61,57,1.1,48
id_1524,30,94,61,57,48,1.3,54
id_1525,32,90,57,48,54,1.3,61
id_1526,36,95,48,54,61,0.8,62
id_1527,22,95,54,61,62,0.4,58
id_1528,24,99,61,62,58,0.6,57
id_1529,17,95,62,58,57,0.5,57
id_1530,18,90,58,57,57,0.9,60
id_1531,26,86,57,57,60,0.5,57
id_1532,29,70,57,60,57,0.7,52
id_1533,22,73,60,57,52,0.9,54
id_1534,16,78,57,52,54,0.4,53
id_1535,29,85,52,54,53,0.6,51
id_1536,36,76,54,53,51,2.2,45
id_1537,53,57,53,51,45,2.6,35
id_1538,58,37,51,45,35,2.8,21
id_1539,57,27,45,35,21,1.5,6
id_1540,49,17,35,21,6,0.6,0
id_1541,52,18,21,6,0,1.3,5
id_1542,41,19,6,0,5,0.9,14
id_1543,40,16,0,5,14,0.7,16
id_1544,44,21,5,14,16,0.9,14
id_1545,48,12,14,16,14,2.2,4
id_1546,28,18,16,14,4,0.6,8
id_1547,27,28,14,4,8,0.8,14
id_1548,28,41,4,8,14,1.4,16
id_1549,27,45,8,14,16,0.5,14
id_1550,27,40,14,16,14,1,11
id_1551,28,37,16,14,11,0.5,11
id_1552,26,32,14,11,11,0.2,15
id_1553,23,31,11,11,15,0.3,9
id_1554,16,37,11,15,9,0.6,13
id_1555,14,43,15,9,13,0.8,6
id_1556,35,33,9,13,6,2.4,9
id_1557,27,17,13,6,9,0.7,8
id_1558,13,13,6,9,8,0.5,7
id_1559,11,7,9,8,7,0.9,8
id_1560,10,11,8,7,8,0.1,13
id_1561,12,10,7,8,13,0.3,13
id_1562,40,42,17,26,24,0.8,25
id_1563,31,39,26,24,25,1.3,26
id_1564,25,30,24,25,26,1.3,21
id_1565,26,28,25,26,21,1.4,16
id_1566,22,25,26,21,16,1.3,16
id_1567,25,24,21,16,16,0.7,19
id_1568,16,19,16,16,19,0.2,12
id_1569,14,23,16,19,12,0.7,12
id_1570,16,30,19,12,12,1,9
id_1571,32,44,12,12,9,1.7,20
id_1572,20,46,12,9,20,0.4,23
id_1573,18,54,9,20,23,1.1,27
id_1574,34,53,20,23,27,1.6,28
id_1575,30,55,23,27,28,1.3,35
id_1576,44,57,27,28,35,1.2,50
id_1577,50,57,28,35,50,2.5,52
id_1578,61,65,35,50,52,2.6,39
id_1579,66,57,50,52,39,3.1,22
id_1580,67,64,52,39,22,3.1,26
id_1581,62,71,39,22,26,2.8,26
id_1582,67,80,22,26,26,0.9,44
id_1583,63,80,26,26,44,0.8,39
id_1584,53,63,26,44,39,0.6,38
id_1585,45,54,44,39,38,0.6,28
id_1586,41,52,39,38,28,0.5,24
id_1587,37,60,38,28,24,0.6,27
id_1588,36,50,28,24,27,0.4,26
id_1589,29,44,24,27,26,1.4,19
id_1590,25,30,27,26,19,1.6,13
id_1591,22,27,26,19,13,1.9,16
id_1592,21,27,19,13,16,1.1,23
id_1593,9.1,30,13,16,23,0.5,27
id_1594,12,40,16,23,27,1.6,19
id_1595,13,36,23,27,19,1.3,17
id_1596,9.5,34,27,19,17,1.3,16
id_1597,11,27,19,17,16,0.6,14
id_1598,8.7,31,17,16,14,0.6,12
id_1599,14,35,16,14,12,1.7,12
id_1600,21,41,14,12,12,1.3,21
id_1601,32,32,12,12,21,2,23
id_1602,49,40,12,21,23,2,25
id_1603,68,45,21,23,25,2.2,21
id_1604,80,46,23,25,21,2.4,28
id_1605,78,43,25,21,28,2.1,17
id_1606,82,48,21,28,17,2.2,21
id_1607,65,70,28,17,21,2.3,23
id_1608,68,77,17,21,23,0.1,27
id_1609,51,83,21,23,27,0.9,19
id_1610,36,82,23,27,19,0.7,10
id_1611,29,78,27,19,10,1.5,14
id_1612,26,66,19,10,14,1.6,19
id_1613,21,54,10,14,19,0.6,26
id_1614,26,57,14,19,26,0.6,27
id_1615,29,66,19,26,27,1.2,28
id_1616,31,62,26,27,28,1.1,29
id_1617,30,58,27,28,29,1.6,30
id_1618,24,47,28,29,30,1.4,31
id_1619,15,47,29,30,31,0.4,35
id_1620,9,52,30,31,35,1.2,43
id_1621,8.9,68,31,35,43,1,54
id_1622,12,79,35,43,54,0.6,54
id_1623,30,80,43,54,54,1.1,59
id_1624,52,86,54,54,59,1.4,68
id_1625,72,108,54,59,68,1.5,70
id_1626,87,105,59,68,70,1.8,67
id_1627,85,101,68,70,67,1.9,55
id_1628,82,85,70,67,55,2.5,46
id_1629,75,85,67,55,46,2.3,39
id_1630,76,79,55,46,39,2,39
id_1631,58,76,46,39,39,2.5,39
id_1632,65,76,39,39,39,1.8,41
id_1633,53,85,39,39,41,0.4,32
id_1634,32,82,39,41,32,1.8,34
id_1635,29,82,41,32,34,1.2,34
id_1636,22,66,32,34,34,2,39
id_1637,23,58,34,34,39,2.2,33
id_1638,35,62,34,39,33,2.1,29
id_1639,44,71,39,33,29,1.7,31
id_1640,44,73,33,29,31,1.8,30
id_1641,38,61,29,31,30,2.1,29
id_1642,35,35,31,30,29,1.8,24
id_1643,32,33,30,29,24,0.7,24
id_1644,35,31,29,24,24,1.8,27
id_1645,39,40,24,24,27,1.1,33
id_1646,36,41,24,27,33,0.7,40
id_1647,53,47,27,33,40,2.2,43
id_1648,72,56,33,40,43,2.4,37
id_1649,74,55,40,43,37,1.9,37
id_1650,84,60,43,37,37,2.1,32
id_1651,88,71,37,37,32,2.3,31
id_1652,71,78,37,32,31,3,25
id_1653,71,73,32,31,25,2.5,33
id_1654,73,65,31,25,33,2.5,36
id_1655,75,61,25,33,36,2.9,41
id_1656,63,68,33,36,41,2.8,37
id_1657,51,65,36,41,37,2,31
id_1658,39,60,41,37,31,1.7,32
id_1659,34,47,37,31,32,1.3,29
id_1660,31,39,31,32,29,1.5,23
id_1661,41,39,32,29,23,2.4,25
id_1662,45,39,29,23,25,2.3,26
id_1663,40,42,23,25,26,2.3,39
id_1664,36,51,25,26,39,3,39
id_1665,31,54,26,39,39,2.1,37
id_1666,34,59,39,39,37,2.1,36
id_1667,36,56,39,37,36,2.2,29
id_1668,36,57,37,36,29,2.6,34
id_1669,29,58,36,29,34,2.4,33
id_1670,31,64,29,34,33,2.9,36
id_1671,39,71,34,33,36,4,34
id_1672,48,73,33,36,34,3.9,26
id_1673,62,62,36,34,26,2.8,23
id_1674,67,58,34,26,23,2,21
id_1675,63,57,26,23,21,2.5,30
id_1676,58,60,23,21,30,2.6,25
id_1677,59,53,21,30,25,2,31
id_1678,55,52,30,25,31,2.1,27
id_1679,49,60,25,31,27,2.4,31
id_1680,38,64,31,27,31,1.5,19
id_1681,28,53,27,31,19,0.7,16
id_1682,25,43,31,19,16,0.3,12
id_1683,27,34,19,16,12,0.5,22
id_1684,21,48,16,12,22,0.2,24
id_1685,20,53,12,22,24,0.4,39
id_1686,22,64,22,24,39,0.8,37
id_1687,21,55,24,39,37,0.8,42
id_1688,24,49,39,37,42,0.5,26
id_1689,29,39,37,42,26,0.8,22
id_1690,29,40,42,26,22,1.5,11
id_1691,31,40,26,22,11,0.3,14
id_1692,27,40,22,11,14,1.3,11
id_1693,26,37,11,14,11,0.6,19
id_1694,25,26,14,11,19,1.1,21
id_1695,27,27,11,19,21,0.7,24
id_1696,37,39,19,21,24,1.9,14
id_1697,43,66,21,24,14,1.5,9
id_1698,49,74,24,14,9,1.7,2
id_1699,55,59,14,9,2,2.9,6
id_1700,59,52,9,2,6,1.1,9
id_1701,57,53,2,6,9,0.4,20
id_1702,64,61,6,9,20,0.3,25
id_1703,57,52,9,20,25,0.8,29
id_1704,54,56,20,25,29,0.2,25
id_1705,49,43,25,29,25,0.2,22
id_1706,42,54,29,25,22,0.7,16
id_1707,46,46,25,22,16,0.7,10
id_1708,44,59,22,16,10,1.1,15
id_1709,49,42,16,10,15,0.7,22
id_1710,46,42,10,15,22,0.4,22
id_1711,41,28,15,22,22,0.5,19
id_1712,39,27,22,22,19,0.5,15
id_1713,38,23,22,19,15,1.1,24
id_1714,33,24,19,15,24,0.8,29
id_1715,30,32,15,24,29,0.3,34
id_1716,25,39,24,29,34,0.5,33
id_1717,21,38,29,34,33,0.5,34
id_1718,15,43,34,33,34,0.4,35
id_1719,22,41,33,34,35,1.2,41
id_1720,29,50,34,35,41,1.7,42
id_1721,41,63,35,41,42,2.1,50
id_1722,59,73,41,42,50,2.3,55
id_1723,95,93,42,50,55,2.4,56
id_1724,108,96,50,55,56,2.1,55
id_1725,43,87,32,17,22,2.7,23
id_1726,44,73,17,22,23,2.2,30
id_1727,34,75,22,23,30,1.5,25
id_1728,44,82,23,30,25,1.3,25
id_1729,44,91,30,25,25,0.8,17
id_1730,42,92,25,25,17,1,17
id_1731,47,90,25,17,17,1.7,25
id_1732,42,91,17,17,25,1.1,32
id_1733,45,102,17,25,32,1,33
id_1734,58,99,25,32,33,1.1,34
id_1735,82,90,32,33,34,1.7,31
id_1736,90,73,33,34,31,2.1,38
id_1737,115,77,34,31,38,2,42
id_1738,102,74,31,38,42,1.8,46
id_1739,86,70,38,42,46,2.1,44
id_1740,70,65,42,46,44,3.5,38
id_1741,72,73,46,44,38,2.1,43
id_1742,68,81,44,38,43,1.9,48
id_1743,58,81,38,43,48,1.1,49
id_1744,40,71,43,48,49,2,50
id_1745,35,45,48,49,50,1.9,42
id_1746,31,40,49,50,42,1.1,38
id_1747,37,38,50,42,38,1.5,29
id_1748,31,51,42,38,29,1.7,23
id_1749,29,52,38,29,23,1,21
id_1750,32,53,29,23,21,0.9,24
id_1751,45,64,23,21,24,1.6,29
id_1752,50,71,21,24,29,1,31
id_1753,46,75,24,29,31,0.6,29
id_1754,49,73,29,31,29,1.3,22
id_1755,50,54,31,29,22,1.7,19
id_1756,46,45,29,22,19,2.5,14
id_1757,48,48,22,19,14,2.9,15
id_1758,59,57,19,14,15,2.5,16
id_1759,72,71,14,15,16,2.3,21
id_1760,84,68,15,16,21,2.7,24
id_1761,85,68,16,21,24,3.1,32
id_1762,76,67,21,24,32,3.1,29
id_1763,62,49,24,32,29,3.7,30
id_1764,54,52,32,29,30,3.6,22
id_1765,47,50,29,30,22,3,26
id_1766,53,55,30,22,26,2.4,31
id_1767,52,47,22,26,31,2.5,33
id_1768,55,51,26,31,33,2.6,33
id_1769,52,68,31,33,33,2.5,19
id_1770,48,68,33,33,19,1.4,19
id_1771,44,51,33,19,19,1.3,20
id_1772,37,31,19,19,20,1.4,31
id_1773,38,29,19,20,31,1,20
id_1774,14,47,20,31,20,1.1,20
id_1775,14,47,31,20,20,1.1,20
id_1776,14,47,20,20,20,1.1,20
id_1777,14,47,20,20,20,1.1,20
id_1778,14,47,20,20,20,1.1,16
id_1779,24,37,20,20,16,0.9,17
id_1780,31,41,20,16,17,0.8,28
id_1781,39,48,16,17,28,1.4,33
id_1782,50,62,17,28,33,1.4,35
id_1783,61,74,28,33,35,1.4,30
id_1784,57,78,33,35,30,2,24
id_1785,44,80,35,30,24,2.5,24
id_1786,36,62,30,24,24,1.9,23
id_1787,35,52,24,24,23,1.7,28
id_1788,37,54,24,23,28,1.7,39
id_1789,27,65,23,28,39,1.7,35
id_1790,36,69,28,39,35,1.4,34
id_1791,40,66,39,35,34,1.2,19
id_1792,31,69,35,34,19,0.6,23
id_1793,22,63,34,19,23,0.8,21
id_1794,15,49,19,23,21,0.9,22
id_1795,16,34,23,21,22,0.7,13
id_1796,13,27,21,22,13,0.9,17
id_1797,15,32,22,13,17,1,23
id_1798,17,42,13,17,23,0.6,31
id_1799,12,60,17,23,31,0.8,24
id_1800,15,71,23,31,24,0.2,21
id_1801,16,70,31,24,21,1.2,26
id_1802,18,76,24,21,26,1.2,29
id_1803,14,80,21,26,29,1.1,35
id_1804,12,86,26,29,35,0.9,31
id_1805,15,71,29,35,31,0.4,41
id_1806,18,70,35,31,41,1.6,45
id_1807,12,82,31,41,45,1.3,52
id_1808,32,79,41,45,52,1,46
id_1809,47,68,45,52,46,1.3,44
id_1810,74,70,52,46,44,2.1,40
id_1811,54,91,46,44,40,2.1,41
id_1812,38,93,44,40,41,2.5,42
id_1813,45,74,40,41,42,1.7,40
id_1814,31,59,41,42,40,1.5,40
id_1815,21,66,42,40,40,1.1,23
id_1816,15,69,40,40,23,0.5,21
id_1817,14,60,40,23,21,1,14
id_1818,11,51,23,21,14,1.3,26
id_1819,19,46,21,14,26,1.1,21
id_1820,17,45,14,26,21,1.3,27
id_1821,22,51,26,21,27,1.1,22
id_1822,19,58,21,27,22,1.4,33
id_1823,20,66,27,22,33,1,31
id_1824,16,67,22,33,31,1.3,23
id_1825,14,66,33,31,23,1.1,16
id_1826,16,52,31,23,16,1.4,21
id_1827,19,47,23,16,21,0.8,29
id_1828,17,41,16,21,29,0.4,30
id_1829,36,52,21,29,30,0.6,27
id_1830,38,57,29,30,27,1.4,36
id_1831,47,61,30,27,36,2.4,37
id_1832,49,60,27,36,37,2.8,33
id_1833,50,53,36,37,33,2.8,24
id_1834,44,43,37,33,24,2.5,19
id_1835,48,40,33,24,19,2.3,19
id_1836,47,46,24,19,19,2.2,16
id_1837,53,56,19,19,16,0.8,22
id_1838,49,61,19,16,22,0.9,35
id_1839,47,62,16,22,35,0.4,47
id_1840,39,54,22,35,47,0.5,52
id_1841,29,63,35,47,52,0.4,40
id_1842,22,65,47,52,40,0.6,37
id_1843,14,70,52,40,37,1.1,37
id_1844,25,52,16,21,19,0.3,29
id_1845,28,33,21,19,29,1.3,29
id_1846,38,26,19,29,29,1.4,36
id_1847,37,32,29,29,36,1.6,32
id_1848,40,45,29,36,32,1.1,41
id_1849,37,52,36,32,41,1.6,36
id_1850,33,44,32,41,36,1.1,33
id_1851,36,48,41,36,33,1.1,28
id_1852,28,65,36,33,28,0.9,22
id_1853,22,59,33,28,22,1,18
id_1854,23,35,28,22,18,1.2,10
id_1855,33,19,22,18,10,1,13
id_1856,31,27,18,10,13,0.7,8
id_1857,36,38,10,13,8,1.6,10
id_1858,41,26,13,8,10,1.5,4
id_1859,28,14,8,10,4,0.4,5
id_1860,22,5,10,4,5,0.7,9
id_1861,5.9,45,4,5,9,0.9,9
id_1862,5.9,45,5,9,9,0.9,9
id_1863,5.9,45,9,9,9,0.9,9
id_1864,5.9,45,9,9,9,0.9,9
id_1865,5.9,45,9,9,9,0.9,4
id_1866,12,40,9,9,4,0.7,0
id_1867,18,42,9,4,0,0.8,0
id_1868,30,28,4,0,0,0.9,11
id_1869,44,21,0,0,11,1.2,11
id_1870,53,17,0,11,11,1.1,19
id_1871,63,30,11,11,19,2.7,22
id_1872,69,57,11,19,22,3.1,28
id_1873,74,70,19,22,28,1.9,31
id_1874,78,80,22,28,31,2.9,34
id_1875,71,70,28,31,34,3.1,36
id_1876,56,66,31,34,36,2.9,25
id_1877,55,57,34,36,25,1.1,12
id_1878,51,45,36,25,12,1.1,4
id_1879,34,41,25,12,4,1,6
id_1880,27,40,12,4,6,1.1,11
id_1881,20,35,4,6,11,1.4,18
id_1882,16,38,6,11,18,1.1,21
id_1883,13,51,11,18,21,1.2,10
id_1884,18,53,18,21,10,1.5,9
id_1885,27,42,21,10,9,1.1,8
id_1886,22,27,10,9,8,1.4,14
id_1887,20,31,9,8,14,1.4,13
id_1888,13,32,8,14,13,1.8,13
id_1889,4.1,20,14,13,13,0.8,7
id_1890,7,38,13,13,7,0.9,2
id_1891,6.7,37,13,7,2,0.3,2
id_1892,26,45,7,2,2,0.8,7
id_1893,29,23,2,2,7,1.1,13
id_1894,38,32,2,7,13,0.6,26
id_1895,74,49,7,13,26,1.5,46
id_1896,92,62,13,26,46,2.1,60
id_1897,94,59,26,46,60,1.4,57
id_1898,105,50,46,60,57,1.9,51
id_1899,87,50,60,57,51,1.5,42
id_1900,69,72,57,51,42,1.8,36
id_1901,49,88,51,42,36,0.6,32
id_1902,33,68,42,36,32,1.6,23
id_1903,32,58,36,32,23,0.8,28
id_1904,21,66,32,23,28,0.9,20
id_1905,26,85,23,28,20,0.2,24
id_1906,27,80,28,20,24,0.4,19
id_1907,13,65,20,24,19,0.8,21
id_1908,22,64,24,19,21,2.4,20
id_1909,35,48,19,21,20,2,12
id_1910,24,29,21,20,12,0.8,3
id_1911,19,16,20,12,3,1.2,7
id_1912,18,13,12,3,7,1.1,7
id_1913,14,17,3,7,7,0.7,10
id_1914,13,21,7,7,10,1,12
id_1915,15,30,7,10,12,0.4,12
id_1916,30,24,10,12,12,1.7,10
id_1917,40,35,12,12,10,1.9,8
id_1918,59,36,12,10,8,1.8,20
id_1919,70,45,10,8,20,1.7,38
id_1920,74,47,8,20,38,1.8,36
id_1921,79,58,20,38,36,1.2,33
id_1922,56,68,38,36,33,2.4,24
id_1923,60,63,36,33,24,1.9,19
id_1924,47,65,33,24,19,2.1,25
id_1925,39,61,24,19,25,1.4,26
id_1926,30,59,19,25,26,1,38
id_1927,20,58,25,26,38,1,29
id_1928,26,57,26,38,29,1.6,30
id_1929,32,63,38,29,30,1.2,16
id_1930,23,58,29,30,16,0.8,14
id_1931,21,50,30,16,14,0.8,11
id_1932,28,38,16,14,11,1.1,14
id_1933,27,37,14,11,14,0.5,10
id_1934,48,28,11,14,10,1.6,4
id_1935,50,18,14,10,4,3.4,4
id_1936,51,8,10,4,4,5.2,11
id_1937,45,5,4,4,11,3.6,11
id_1938,38,5,4,11,11,0.4,5
id_1939,44,31,2,2,2,2.3,2
id_1940,41,31,2,2,2,0.6,2
id_1941,10,25,19,17,24,0.2,19
id_1942,13,25,17,24,19,0.8,21
id_1943,4.7,27,24,19,21,1.5,14
id_1944,5.2,21,19,21,14,0.6,10
id_1945,14,29,21,14,10,0.2,3
id_1946,10,17,14,10,3,0.8,9
id_1947,7.2,17,10,3,9,0.6,15
id_1948,9.4,30,3,9,15,1,23
id_1949,13,37,9,15,23,0.9,17
id_1950,12,55,15,23,17,1,11
id_1951,14,42,23,17,11,1,9
id_1952,19,37,17,11,9,1,8
id_1953,25,33,11,9,8,1.3,6
id_1954,27,25,9,8,6,1.5,0
id_1955,40,39,8,6,0,1.5,11
id_1956,44,60,6,0,11,1.8,18
id_1957,53,70,0,11,18,2.7,25
id_1958,49,68,11,18,25,2.1,20
id_1959,43,30,18,25,20,2.3,23
id_1960,45,27,25,20,23,2.3,23
id_1961,51,27,20,23,23,0.6,17
id_1962,48,23,23,23,17,0.6,18
id_1963,41,31,23,17,18,0.6,14
id_1964,43,28,17,18,14,1.1,16
id_1965,27,22,18,14,16,0.7,14
id_1966,18,25,14,16,14,1.2,9
id_1967,18,32,16,14,9,1.4,6
id_1968,19,38,14,9,6,1.5,5
id_1969,19,62,9,6,5,1.2,6
id_1970,17,56,6,5,6,0.8,5
id_1971,16,54,5,6,5,1,0
id_1972,15,39,6,5,0,1.2,0
id_1973,7.9,44,5,0,0,0.1,9
id_1974,2.7,49,0,0,9,0.7,33
id_1975,5,33,0,9,33,0.3,39
id_1976,4.8,37,9,33,39,0.5,44
id_1977,12,25,33,39,44,1.6,34
id_1978,18,27,39,44,34,1.4,39
id_1979,19,11,44,34,39,0.7,31
id_1980,22,55,34,39,31,0.7,16
id_1981,31,56,39,31,16,1.3,24
id_1982,27,85,31,16,24,1.5,32
id_1983,31,60,16,24,32,1.4,57
id_1984,37,70,24,32,57,1.5,59
id_1985,38,70,32,57,59,1.5,57
id_1986,30,63,57,59,57,1.1,39
id_1987,31,64,59,57,39,1,27
id_1988,28,59,57,39,27,1,26
id_1989,17,68,39,27,26,0.3,38
id_1990,5.7,82,27,26,38,0,42
id_1991,6.3,88,26,38,42,0.7,44
id_1992,6.6,102,38,42,44,1,39
id_1993,3.8,99,42,44,39,0.8,39
id_1994,4.2,102,44,39,39,1.5,34
id_1995,11,83,39,39,34,2.2,20
id_1996,13,57,39,34,20,1,9
id_1997,16,47,34,20,9,1.3,1
id_1998,9.5,37,20,9,1,1.1,9
id_1999,7.9,47,9,1,9,1.3,9
id_2000,17,31,1,9,9,1.1,14
id_2001,24,36,9,9,14,1.8,6
id_2002,25,21,9,14,6,1.6,3
id_2003,32,41,14,6,3,1.9,0
id_2004,47,26,6,3,0,3.7,6
id_2005,51,26,3,0,6,4,17
id_2006,54,17,0,6,17,3.4,34
id_2007,54,29,6,17,34,3.2,35
id_2008,53,32,17,34,35,2.4,31
id_2009,44,28,34,35,31,1.8,17
id_2010,39,21,35,31,17,1.9,19
id_2011,30,25,31,17,19,1,14
id_2012,22,28,17,19,14,1.5,12
id_2013,16,39,19,14,12,2,4
id_2014,9.7,45,14,12,4,1.7,9
id_2015,10,43,12,4,9,1.7,11
id_2016,16,36,4,9,11,2.3,9
id_2017,19,28,9,11,9,1.1,2
id_2018,18,18,11,9,2,1.2,0
id_2019,14,17,9,2,0,1.2,0
id_2020,36,15,2,0,0,2.3,2
id_2021,41,29,0,0,2,2.9,11
id_2022,34,36,0,2,11,2.1,13
id_2023,29,49,2,11,13,1.6,9
id_2024,29,39,11,13,9,1.3,2
id_2025,34,36,13,9,2,2.8,0
id_2026,42,19,9,2,0,3.9,0
id_2027,40,18,2,0,0,4.9,0
id_2028,46,24,0,0,0,4.4,6
id_2029,51,33,0,0,6,3.7,10
id_2030,47,40,0,6,10,4,10
id_2031,62,29,6,10,10,3.8,9
id_2032,51,45,10,10,9,5.3,7
id_2033,49,34,10,9,7,4.8,19
id_2034,44,29,9,7,19,4,27
id_2035,34,17,7,19,27,2.5,37
id_2036,27,25,19,27,37,2.5,26
id_2037,27,23,27,37,26,2.9,12
id_2038,20,10,37,26,12,4.3,9
id_2039,20,2,26,12,9,3.2,17
id_2040,16,16,12,9,17,3.2,17
id_2041,15,19,9,17,17,2.7,8
id_2042,18,40,17,17,8,2.3,0
id_2043,19,30,17,8,0,3.1,0
id_2044,18,51,8,0,0,3.6,0
id_2045,21,34,0,0,0,2.2,9
